0,28,20,1,23,35,34,36,23,7,31,2,33,1,33,46,25,41
36,0,28,13,9,7,1,18,35,18,26,20,20,14,43,20,17,39
42,50,0,30,39,19,35,42,19,48,16,39,15,3,26,25,5,5
36,31,28,0,41,22,17,10,36,39,33,16,24,2,26,11,21,34
10,1,41,41,0,38,37,13,49,44,37,16,27,45,14,22,18,30
27,50,19,47,26,0,41,4,12,23,40,42,24,7,30,24,50,15
7,29,18,22,50,6,0,25,29,12,12,45,35,41,31,37,20,19
8,21,36,3,24,46,11,0,12,45,39,9,47,28,37,39,49,39
11,1,32,35,29,8,8,44,0,7,17,23,35,36,41,23,29,8
49,44,16,11,18,6,20,4,10,0,37,36,7,16,11,35,20,23
3,19,9,12,25,37,40,3,21,4,0,36,21,15,48,3,23,39
34,28,42,10,9,29,30,2,20,10,31,0,31,50,43,8,40,12
21,37,3,9,16,15,42,6,28,45,47,30,0,14,38,28,33,9
45,18,15,19,7,43,31,19,43,47,38,28,40,0,33,37,43,10
48,48,31,43,23,30,23,19,7,1,36,30,18,20,0,27,11,45
18,44,3,23,48,29,4,12,28,50,40,3,22,13,4,0,31,15
7,19,18,39,43,31,1,44,19,1,23,42,47,35,37,19,0,3
12,26,10,4,13,39,16,17,20,32,35,4,16,49,13,2,11,0
