0,15,16,44,41,50,7,45,20,35,36,30,3,47,32,35
21,0,9,48,3,39,5,49,27,41,47,38,34,5,20,7
30,36,0,2,6,9,48,41,7,10,27,15,47,17,40,22
37,19,36,0,50,44,48,11,16,32,26,39,23,24,27,5
46,7,6,46,0,37,19,8,14,22,48,45,5,35,6,44
47,32,17,23,5,0,28,25,50,37,34,25,28,1,45,30
20,15,22,21,46,1,0,11,4,39,15,13,33,15,50,33
19,12,1,46,5,22,32,0,29,15,22,1,36,31,16,25
28,26,49,33,17,12,20,25,0,30,50,33,43,47,23,35
1,41,23,39,24,48,26,1,2,0,8,31,25,6,5,10
48,17,1,46,20,45,45,37,20,26,0,32,10,18,35,41
16,7,15,37,27,16,30,41,26,35,25,0,21,2,28,34
37,29,14,6,11,29,38,14,10,25,30,25,0,48,35,15
37,28,31,31,35,28,49,23,11,8,34,43,46,0,44,34
36,42,39,10,2,38,6,6,9,2,9,9,37,34,0,48
46,32,36,19,25,10,18,13,12,14,12,41,5,16,11,0
