0,39,19,33,29,50,14,38,31,35,34,15,6,32,37
6,0,42,45,4,1,43,15,8,49,45,24,12,21,34
38,27,0,4,25,1,1,19,35,42,39,36,43,34,39
13,14,50,0,50,44,50,2,22,14,17,42,12,14,3
13,12,10,25,0,11,7,50,30,2,1,29,3,40,50
6,26,47,24,2,0,5,24,27,32,40,13,35,14,48
25,4,1,17,41,44,0,22,38,29,29,13,19,18,48
16,37,37,43,29,38,41,0,15,21,8,1,33,24,7
34,39,23,24,26,13,33,3,0,27,22,9,16,6,24
10,24,46,41,3,26,30,48,15,0,34,5,26,16,29
40,36,40,50,39,26,18,40,32,39,0,23,21,39,18
37,13,32,43,3,10,40,38,38,6,43,0,30,18,30
11,22,46,4,29,35,32,13,10,36,40,4,0,33,13
5,28,46,50,3,37,32,39,40,30,33,19,18,0,13
11,35,6,22,49,9,2,24,41,42,4,9,18,25,0
