0,7,8,41,4,36,19,1,20,6,14,14,18,44,10,7,22,5,28
40,0,48,15,43,2,7,14,2,13,41,34,48,7,41,5,36,36,2
20,6,0,33,16,38,35,43,23,46,35,5,4,5,8,8,5,31,28
39,9,15,0,36,44,47,35,8,20,40,16,21,8,3,18,31,26,50
15,25,12,49,0,5,15,31,17,16,14,24,29,35,15,42,2,46,28
35,11,4,15,15,0,9,32,3,9,39,44,9,48,33,40,30,21,22
31,32,15,40,41,39,0,27,50,16,7,38,31,20,49,18,45,7,15
42,31,9,47,43,15,16,0,17,1,37,4,4,20,20,38,6,49,39
19,19,20,5,11,15,24,44,0,38,19,28,42,12,49,38,44,38,42
49,22,44,34,41,16,13,34,47,0,45,44,32,32,46,27,44,15,25
15,37,35,9,50,25,1,41,7,9,0,13,17,43,42,33,42,1,34
28,13,41,11,9,21,2,29,32,31,8,0,30,46,14,31,25,18,14
44,7,4,44,45,25,22,18,1,13,36,30,0,35,22,41,22,43,9
24,21,9,49,2,16,31,39,33,2,7,16,25,0,20,35,40,14,3
30,32,40,23,30,29,32,30,4,23,26,9,30,10,0,31,6,20,41
50,7,47,5,2,19,3,49,27,47,16,20,9,30,5,0,27,38,41
36,44,47,24,26,45,20,46,48,24,42,39,30,47,22,4,0,2,45
10,32,36,20,17,9,30,20,8,28,24,38,23,36,29,12,37,0,48
3,2,13,8,25,48,24,35,14,49,43,7,27,30,50,17,18,36,0
