0,50,34,38,37,4,1,32,17,45,3,44,4,11,29,26,28,9,7
50,0,4,13,18,49,19,31,4,22,14,44,46,19,50,40,20,36,18
34,4,0,40,1,3,21,15,42,38,9,34,22,4,16,35,50,28,25
38,13,40,0,21,11,31,48,37,49,38,4,29,1,30,34,24,41,20
37,18,1,21,0,14,42,2,31,36,12,10,33,25,50,29,9,45,45
4,49,3,11,14,0,17,25,3,2,29,37,22,45,42,14,26,43,48
1,19,21,31,42,17,0,10,4,20,35,16,42,10,1,35,1,29,4
32,31,15,48,2,25,10,0,26,34,10,48,21,32,13,23,18,3,27
17,4,42,37,31,3,4,26,0,38,28,50,11,31,27,22,15,48,41
45,22,38,49,36,2,20,34,38,0,3,21,36,44,48,31,25,1,28
3,14,9,38,12,29,35,10,28,3,0,1,23,19,48,22,29,41,49
44,44,34,4,10,37,16,48,50,21,1,0,37,38,6,8,4,9,46
4,46,22,29,33,22,42,21,11,36,23,37,0,2,29,29,35,17,49
11,19,4,1,25,45,10,32,31,44,19,38,2,0,17,14,45,19,6
29,50,16,30,50,42,1,13,27,48,48,6,29,17,0,3,49,9,15
26,40,35,34,29,14,35,23,22,31,22,8,29,14,3,0,7,16,22
28,20,50,24,9,26,1,18,15,25,29,4,35,45,49,7,0,22,38
9,36,28,41,45,43,29,3,48,1,41,9,17,19,9,16,22,0,44
7,18,25,20,45,48,4,27,41,28,49,46,49,6,15,22,38,44,0
