0,11,34,1,6,36,23,29,39,15,40,30,9,7,11,36
11,0,29,31,26,25,48,48,14,29,22,45,8,42,30,17
34,29,0,27,46,2,41,20,41,43,24,2,19,43,50,34
1,31,27,0,15,10,41,20,35,44,2,23,19,16,30,25
6,26,46,15,0,2,5,9,33,32,1,49,32,49,27,9
36,25,2,10,2,0,4,10,22,23,33,11,5,36,2,16
23,48,41,41,5,4,0,36,19,13,6,46,5,39,16,43
29,48,20,20,9,10,36,0,39,27,7,39,5,7,31,6
39,14,41,35,33,22,19,39,0,47,26,7,29,23,22,48
15,29,43,44,32,23,13,27,47,0,7,14,19,42,37,18
40,22,24,2,1,33,6,7,26,7,0,39,20,31,20,41
30,45,2,23,49,11,46,39,7,14,39,0,11,3,41,41
9,8,19,19,32,5,5,5,29,19,20,11,0,41,41,6
7,42,43,16,49,36,39,7,23,42,31,3,41,0,32,11
11,30,50,30,27,2,16,31,22,37,20,41,41,32,0,42
36,17,34,25,9,16,43,6,48,18,41,41,6,11,42,0
