0,21,24,29,29,29,3,23,25,35,40,13,27,36,23,13
21,0,24,46,9,18,42,4,45,8,19,41,10,2,26,8
24,24,0,32,27,7,5,47,13,45,13,46,15,30,40,36
29,46,32,0,12,27,37,8,25,21,27,40,8,36,44,10
29,9,27,12,0,5,46,40,27,44,42,40,26,15,11,15
29,18,7,27,5,0,31,44,14,43,25,28,13,24,21,9
3,42,5,37,46,31,0,15,50,22,41,20,38,40,26,46
23,4,47,8,40,44,15,0,48,11,45,48,2,40,18,23
25,45,13,25,27,14,50,48,0,26,6,33,20,23,34,12
35,8,45,21,44,43,22,11,26,0,47,39,33,45,23,32
40,19,13,27,42,25,41,45,6,47,0,28,22,14,37,29
13,41,46,40,40,28,20,48,33,39,28,0,12,46,17,6
27,10,15,8,26,13,38,2,20,33,22,12,0,18,25,35
36,2,30,36,15,24,40,40,23,45,14,46,18,0,17,33
23,26,40,44,11,21,26,18,34,23,37,17,25,17,0,47
13,8,36,10,15,9,46,23,12,32,29,6,35,33,47,0
