0,9,44,42,29,30,33,36,2,13,25,32,19,2,36,16,29
3,0,27,30,13,48,42,7,2,17,11,12,35,15,33,3,2
7,7,0,4,50,42,45,9,27,6,43,44,41,19,24,38,42
27,29,18,0,33,36,3,27,12,7,13,38,24,6,49,39,15
28,18,31,36,0,26,12,14,49,13,2,38,21,47,10,36,43
12,29,6,46,11,0,50,34,19,32,35,50,35,48,18,18,3
14,45,47,40,49,22,0,42,48,17,39,38,36,47,21,27,26
23,44,15,22,11,17,36,0,19,34,41,42,27,35,32,47,31
19,1,44,16,26,6,48,36,0,11,4,43,9,40,11,33,6
5,3,13,5,21,19,19,46,37,0,22,15,22,8,40,7,11
35,8,7,32,40,1,1,5,47,43,0,24,11,48,34,37,42
23,3,33,37,27,33,39,24,24,33,24,0,33,30,26,24,36
44,20,44,47,35,13,10,15,31,38,24,37,0,26,37,45,30
48,43,40,47,9,42,26,25,28,44,2,28,33,0,35,11,1
25,25,20,23,48,26,3,1,10,26,40,7,36,5,0,18,18
39,46,27,6,30,36,31,7,35,24,32,5,25,12,21,0,7
25,20,19,23,3,33,13,5,16,9,2,14,49,37,32,29,0
