0,41,47,16,9,6,43,45,19,34,48,16,7,32,20,39,24
41,0,10,11,13,9,19,38,27,26,2,31,47,35,3,1,13
47,10,0,39,39,48,7,28,45,30,41,4,33,3,22,14,19
16,11,39,0,26,6,32,32,47,19,48,34,35,44,44,37,33
9,13,39,26,0,36,13,38,33,49,10,40,33,44,11,14,29
6,9,48,6,36,0,44,8,46,50,40,40,7,39,19,1,26
43,19,7,32,13,44,0,13,10,4,10,9,50,26,5,11,2
45,38,28,32,38,8,13,0,46,15,17,15,10,2,25,48,45
19,27,45,47,33,46,10,46,0,47,39,20,16,35,36,28,27
34,26,30,19,49,50,4,15,47,0,13,47,28,14,7,26,16
48,2,41,48,10,40,10,17,39,13,0,31,38,9,38,37,14
16,31,4,34,40,40,9,15,20,47,31,0,12,48,27,28,36
7,47,33,35,33,7,50,10,16,28,38,12,0,1,9,20,32
32,35,3,44,44,39,26,2,35,14,9,48,1,0,34,24,28
20,3,22,44,11,19,5,25,36,7,38,27,9,34,0,26,11
39,1,14,37,14,1,11,48,28,26,37,28,20,24,26,0,43
24,13,19,33,29,26,2,45,27,16,14,36,32,28,11,43,0
