0,29,15,46,35,21,4,8,13,2,37,34,29,49,44,44,15,30,29
37,0,12,19,19,25,44,15,31,44,25,29,25,27,13,25,21,7,42
38,21,0,27,12,50,24,19,26,26,5,46,41,7,16,18,38,26,28
10,35,34,0,22,48,22,37,30,5,37,9,3,9,30,43,31,35,15
22,29,35,47,0,21,25,23,22,24,4,50,19,13,34,47,7,16,7
2,26,3,16,29,0,35,9,33,49,39,49,48,11,15,33,36,47,50
35,16,31,43,30,39,0,8,35,9,50,20,3,33,41,30,40,47,46
28,38,49,27,44,6,47,0,8,13,31,11,28,29,38,40,2,42,40
42,40,1,48,25,27,45,20,0,22,20,14,11,49,43,24,22,13,25
18,11,37,37,7,43,33,18,32,0,7,20,50,8,7,35,45,17,42
30,30,8,49,11,3,25,48,47,18,0,18,22,48,5,14,18,38,30
12,38,28,47,1,43,45,3,44,10,45,0,9,41,25,16,26,34,42
2,17,49,36,14,18,9,14,40,29,38,22,0,1,16,30,47,9,46
7,20,7,45,29,42,27,2,3,5,43,4,35,0,35,48,46,11,28
13,33,34,19,7,16,9,35,40,28,9,28,15,38,0,8,15,28,48
29,8,42,6,1,21,13,5,9,6,19,8,17,41,19,0,22,43,6
6,43,15,50,30,26,23,14,14,37,10,19,27,47,34,41,0,17,6
13,28,20,47,10,21,46,11,48,1,6,15,9,1,31,36,40,0,26
27,28,35,41,16,18,23,29,1,4,13,44,19,13,50,12,48,26,0
