0,15,43,33,14,45,42,8,43,26,48,17,12,37,43,42,17
19,0,7,41,22,43,14,31,8,40,4,18,30,47,36,1,26
49,48,0,37,34,28,7,34,1,3,26,37,48,15,35,15,9
9,33,33,0,6,22,22,21,25,19,3,34,43,18,43,33,31
30,36,11,40,0,38,35,22,15,39,43,26,32,35,18,27,45
15,42,13,48,2,0,25,17,47,46,1,3,6,26,37,36,13
34,16,11,36,41,16,0,6,24,19,30,16,45,4,47,24,48
15,10,32,23,50,4,8,0,33,33,6,43,19,30,40,22,9
8,26,23,25,47,26,32,29,0,19,41,10,41,33,19,43,3
46,13,50,9,15,49,43,1,34,0,27,21,31,25,19,4,42
50,25,41,49,6,2,12,32,7,13,0,43,14,30,3,41,44
29,48,9,8,5,37,35,12,47,31,30,0,13,11,8,10,13
17,24,12,4,33,4,4,38,11,28,16,16,0,39,37,21,31
1,19,20,20,35,2,41,31,44,2,17,12,23,0,10,21,1
28,44,21,50,32,17,14,7,8,10,23,15,21,28,0,41,21
47,18,22,6,35,21,19,50,34,42,41,16,10,12,39,0,43
6,50,7,49,11,41,10,11,5,23,41,25,23,1,37,25,0
