0,15,24,36,23,16,45,50,21,39,18,43,33,29,7,50,47,27,24
15,0,32,25,38,25,13,1,1,8,28,21,29,28,34,8,35,21,35
24,32,0,26,8,34,32,19,30,28,19,42,4,2,4,49,9,35,14
36,25,26,0,46,48,36,19,46,42,8,1,3,21,22,14,17,46,42
23,38,8,46,0,4,26,32,45,35,22,12,22,21,40,35,44,31,16
16,25,34,48,4,0,27,32,9,40,49,9,39,49,10,44,32,18,35
45,13,32,36,26,27,0,7,36,17,32,19,32,20,41,49,40,20,15
50,1,19,19,32,32,7,0,45,20,36,34,14,28,1,15,21,48,11
21,1,30,46,45,9,36,45,0,20,43,30,35,21,47,28,16,28,44
39,8,28,42,35,40,17,20,20,0,33,47,22,50,16,37,46,38,45
18,28,19,8,22,49,32,36,43,33,0,34,39,18,14,47,27,18,27
43,21,42,1,12,9,19,34,30,47,34,0,13,36,6,31,26,1,45
33,29,4,3,22,39,32,14,35,22,39,13,0,31,28,10,35,34,26
29,28,2,21,21,49,20,28,21,50,18,36,31,0,42,10,35,6,48
7,34,4,22,40,10,41,1,47,16,14,6,28,42,0,23,46,28,32
50,8,49,14,35,44,49,15,28,37,47,31,10,10,23,0,7,26,14
47,35,9,17,44,32,40,21,16,46,27,26,35,35,46,7,0,4,14
27,21,35,46,31,18,20,48,28,38,18,1,34,6,28,26,4,0,16
24,35,14,42,16,35,15,11,44,45,27,45,26,48,32,14,14,16,0
