0,19,45,40,7,5,28,2,22,44,44,33,32,7,28,37,15,39
28,0,11,35,33,12,38,39,13,46,26,38,12,1,50,16,4,13
43,1,0,13,22,26,37,30,50,44,19,48,38,17,18,25,30,13
21,22,3,0,27,47,11,4,46,42,45,47,37,21,8,50,17,21
24,21,14,8,0,29,49,9,48,2,46,6,40,33,16,30,4,15
19,32,44,24,41,0,30,14,18,47,27,28,48,26,22,10,39,21
20,1,47,44,49,19,0,25,19,3,6,3,13,10,39,42,5,27
20,45,15,26,20,22,26,0,41,18,48,7,33,8,16,15,23,22
32,11,48,33,16,32,37,3,0,18,13,5,24,25,35,21,6,13
31,21,25,47,7,17,16,25,29,0,24,5,50,35,39,20,22,6
39,49,31,10,39,36,15,3,12,23,0,4,25,50,28,13,25,29
35,49,8,1,12,44,29,39,31,34,47,0,29,22,45,36,21,6
45,38,42,7,39,17,30,8,9,42,44,19,0,47,44,4,49,30
30,23,19,45,43,20,8,8,27,3,25,21,38,0,40,13,25,45
14,24,12,21,43,18,34,9,8,28,38,15,49,41,0,37,3,17
48,12,14,48,44,25,15,33,21,27,41,1,15,42,8,0,41,44
27,12,39,46,33,47,6,30,21,36,6,12,16,46,19,36,0,32
47,20,49,48,3,48,30,17,7,28,21,48,44,12,7,12,5,0
