0,22,4,9,21,19,27,50,4,40,1,44,16,32,17
22,0,19,30,16,2,22,11,33,9,10,44,47,19,4
31,6,0,21,7,25,7,33,19,30,15,5,12,38,22
23,14,35,0,11,5,28,33,15,49,26,27,35,24,45
12,43,18,29,0,8,48,29,30,19,28,16,30,32,45
45,50,31,42,26,0,18,10,8,1,4,34,31,22,50
46,7,41,37,49,6,0,33,5,38,44,27,5,46,28
34,22,2,48,36,37,32,0,29,13,23,35,10,1,48
3,37,30,15,47,22,49,13,0,48,32,28,32,25,35
22,38,9,48,46,28,43,40,35,0,29,23,1,43,10
10,4,16,12,11,2,44,37,46,43,0,2,27,2,15
17,50,15,8,20,3,38,5,6,29,23,0,19,35,39
39,11,3,41,44,45,28,45,23,43,10,15,0,30,26
50,37,14,42,9,44,40,29,11,31,31,34,10,0,49
18,42,41,22,34,41,36,16,11,14,8,47,50,23,0
