0,13,32,40,28,24,29,47,18,26,37,39,5,36,15
13,0,20,8,49,35,50,41,45,3,10,19,20,36,16
32,20,0,47,46,35,1,7,6,8,35,38,42,41,42
40,8,47,0,38,16,5,8,11,28,14,17,7,28,17
28,49,46,38,0,9,45,36,46,22,25,40,29,21,34
24,35,35,16,9,0,45,9,11,15,17,2,33,22,37
29,50,1,5,45,45,0,34,5,7,33,17,30,30,12
47,41,7,8,36,9,34,0,13,16,41,44,1,48,35
18,45,6,11,46,11,5,13,0,21,41,29,2,37,41
26,3,8,28,22,15,7,16,21,0,16,45,11,37,33
37,10,35,14,25,17,33,41,41,16,0,4,36,43,27
39,19,38,17,40,2,17,44,29,45,4,0,15,45,50
5,20,42,7,29,33,30,1,2,11,36,15,0,17,7
36,36,41,28,21,22,30,48,37,37,43,45,17,0,11
15,16,42,17,34,37,12,35,41,33,27,50,7,11,0
